id,StateDesc,CityName,1P:No Annual Checkup:Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,3O:Arthritis:Arthritis among adults aged >=18 Years,2B:Binge Drinking:Binge drinking among adults aged >=18 Years,3O:Chronic Pulmonary Disease:Chronic obstructive pulmonary disease among adults aged >=18 Years,3O:Cancer:Cancer (excluding skin cancer) among adults aged >=18 Years,1P:No Cholesterol Screening:Cholesterol screening among adults aged >=18 Years,3O:Chronic Kidney Disease:Chronic kidney disease among adults aged >=18 Years,"1P:No Colorectal Cancer Screening:Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years","1P:No Preventive services-older men:Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening","1P:No Preventive services-older women:Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years",3O:Coronary Heart Disease:Coronary heart disease among adults aged >=18 Years,3O:Asthma:Current asthma among adults aged >=18 Years,2B:Current Smoking:Current smoking among adults aged >=18 Years,1P:No Dental Visit:Visits to dentist or dental clinic among adults aged >=18 Years,3O:Diabetes:Diagnosed diabetes among adults aged >=18 Years,1P:No Health Insurance:Current lack of health insurance among adults aged 18–64 Years,3O:High Blood Pressure:High blood pressure among adults aged >=18 Years,3O:High Cholesterol:High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,1P:No Mammography:Mammography use among women aged 50–74 Years,3O:Mental Health:Mental health not good for >=14 days among adults aged >=18 Years,2B:Obesity:Obesity among adults aged >=18 Years,1P:No Pap Smear Test:Papanicolaou smear use among adult women aged 21–65 Years,3O:Physical Health:Physical health not good for >=14 days among adults aged >=18 Years,2B:Physical Inactivity:No leisure-time physical activity among adults aged >=18 Years,2B:Sleep < 7 hours:Sleeping less than 7 hours among adults aged >=18 Years,3O:Stroke:Stroke among adults aged >=18 Years,1P:Not Taking BP Medication:Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,3O:All Teeth Lost:All teeth lost among adults aged >=65 Years,CityFIPS,PopulationCount,health_score,city_ascii,state_name,lat,lng,county_fips,county_name,cz,czname,statename,stateabbrv_x,life_q1_f,life_q2_f,life_q3_f,life_q4_f,life_q1_m,life_q2_m,life_q3_m,life_q4_m,expectancy_f,expectancy_m,"4L:Life Expectancy Top 25%:Life expectancy in years, Top Quartile Income","4L:Life Expectancy Bottom 25%:Life expectancy in years, Bottom Quartile Income",4L:Life Expectancy Average: Average Life Expectancy in Years,disparity_m,disparity_f,disparity_avg,FIPS,stateabbrv_y,health_rank
142,Florida,Port St. Lucie,29.599999999999994,26.3,16.4,8.0,7.2,21.900000000000006,2.9,35.0,67.2,69.3,7.4,8.9,20.2,39.2,11.4,19.700000000000003,32.3,36.7,23.799999999999997,13.7,28.9,21.200000000000003,14.3,27.9,36.5,3.5,22.200000000000003,14.2,1258715,164603,50,Port St. Lucie,Florida,27.2939333,-80.35032829999999,12111,Saint Lucie,7100.0,Port St. Lucie,Florida,FL,83.26,84.76,86.54,88.09,77.81,80.33,82.5,85.37,85.7,81.5,86.7,80.5,83.6,7.6,4.8,6.2,12111,FL,351
143,California,Ontario,36.7,17.5,16.8,4.8,4.1,31.0,2.5,46.2,74.6,76.3,4.5,8.8,16.2,46.6,10.2,21.200000000000003,26.9,33.2,24.700000000000003,13.9,31.2,19.400000000000006,14.0,26.8,38.1,2.4,36.0,14.6,0653896,163924,57,Ontario,California,34.0633443,-117.65088759999999,06071,San Bernardino,38300.0,Los Angeles,California,CA,84.94,84.93,85.97,87.61,80.51,81.42,82.8,85.53,85.9,82.6,86.6,82.7,84.2,5.0,2.7,3.9,06071,CA,271
144,Washington,Vancouver,40.0,25.8,16.9,6.9,6.6,28.799999999999997,2.6,34.099999999999994,69.2,63.9,5.8,10.6,18.6,35.2,8.8,11.900000000000006,29.1,36.6,24.099999999999994,12.8,29.5,21.200000000000003,12.6,21.2,34.3,2.9,31.5,12.9,5374060,161791,59,Vancouver,Washington,45.6387281,-122.6614861,53011,Clark,38801.0,Portland,Oregon,OR,82.62,84.47,86.22,87.82,77.51,81.19,83.57,85.59,85.3,82.0,86.7,80.1,83.6,8.1,5.2,6.6,53011,WA,243
145,Arizona,Tempe,36.4,15.3,17.2,4.8,4.8,33.0,2.2,37.1,66.6,67.2,3.7,9.1,15.2,38.0,6.5,14.700000000000003,21.6,30.5,22.700000000000003,11.8,24.2,22.200000000000003,9.5,20.4,33.8,1.9,34.400000000000006,10.6,0473000,161719,77,Tempe,Arizona,33.414768,-111.90930949999999,04013,Maricopa,35001.0,Phoenix,Arizona,AZ,82.6,84.37,85.99,87.42,77.36,80.31,82.7,85.1,85.1,81.4,86.3,80.0,83.2,7.7,4.8,6.3,04013,AZ,80
146,Missouri,Springfield,32.5,27.0,15.5,8.2,6.6,31.900000000000006,2.7,42.0,60.0,66.4,6.6,9.9,25.2,47.8,10.0,16.700000000000003,30.4,36.6,33.7,14.8,33.9,26.700000000000003,14.5,28.7,33.6,3.3,23.400000000000006,20.5,2970000,159498,45,Springfield,Missouri,37.215326,-93.29824359999999,29077,Greene,29700.0,Springfield,Missouri,MO,82.14,84.56,87.14,87.78,76.65,81.04,83.14,85.14,85.4,81.5,86.5,79.4,83.4,8.5,5.6,7.1,29077,MO,404
147,California,Lancaster,36.1,18.9,18.2,6.0,5.0,28.599999999999994,2.6,45.6,77.1,77.1,5.1,9.3,17.8,43.7,10.4,17.200000000000003,28.2,32.6,24.0,14.7,27.5,20.5,13.8,23.2,39.6,3.1,32.8,13.6,0640130,156633,56,Lancaster,California,34.6980406,-118.13673929999999,06037,Los Angeles,38300.0,Los Angeles,California,CA,84.94,84.93,85.97,87.61,80.51,81.42,82.8,85.53,85.9,82.6,86.6,82.7,84.2,5.0,2.7,3.9,06037,CA,284
148,Oregon,Eugene,41.3,21.5,18.3,5.6,6.2,33.2,2.6,36.2,65.9,69.3,5.1,10.5,17.3,35.099999999999994,8.2,12.299999999999997,24.0,34.1,24.5,14.2,27.8,22.900000000000006,12.1,18.5,30.8,2.7,29.700000000000003,10.7,4123850,156185,64,Eugene,Oregon,44.0520691,-123.08675359999998,41039,Lane,38901.0,Eugene,Oregon,OR,82.12,84.79,86.33,88.01,77.44,81.47,84.2,86.07,85.3,82.3,87.0,79.8,83.8,8.6,5.9,7.2,41039,OR,208
149,Florida,Pembroke Pines,27.099999999999994,21.4,16.1,5.3,6.5,19.400000000000006,2.8,34.900000000000006,70.5,73.8,5.8,7.4,13.5,32.2,11.0,19.400000000000006,30.3,36.1,21.799999999999997,11.4,26.7,16.0,12.0,26.8,36.1,2.8,23.700000000000003,11.5,1255775,154750,63,Pembroke Pines,Florida,26.0031465,-80.223937,12011,Broward,7000.0,Miami,Florida,FL,85.77,85.77,86.37,87.54,79.96,81.59,82.79,85.14,86.4,82.4,86.3,82.9,84.4,5.2,1.8,3.4,12011,FL,212
150,Oregon,Salem,41.7,24.2,16.9,6.1,6.4,30.900000000000006,2.7,38.9,69.3,71.4,5.6,10.2,18.0,38.1,9.2,15.0,29.2,34.4,26.599999999999994,14.1,32.2,24.0,13.5,20.5,31.6,3.0,29.900000000000006,15.0,4164900,154637,55,Salem,Oregon,44.9428975,-123.03509629999999,41047,Marion,38901.0,Eugene,Oregon,OR,82.12,84.79,86.33,88.01,77.44,81.47,84.2,86.07,85.3,82.3,87.0,79.8,83.8,8.6,5.9,7.2,41047,OR,294
151,Florida,Cape Coral,28.799999999999997,27.2,17.6,7.7,7.4,20.400000000000006,2.8,35.3,66.3,67.5,7.0,8.5,19.1,36.9,10.6,18.299999999999997,31.4,36.1,21.5,13.0,26.8,20.5,13.6,25.4,33.3,3.2,21.200000000000003,12.6,1210275,154305,55,Cape Coral,Florida,26.5628537,-81.94953309999998,12071,Lee,7200.0,Cape Coral,Florida,FL,82.94,84.9,85.97,87.82,77.7,80.51,82.8,85.49,85.4,81.6,86.7,80.3,83.5,7.8,4.9,6.4,12071,FL,292
152,Arizona,Peoria,31.599999999999994,22.2,15.0,6.0,7.4,21.299999999999997,2.6,35.099999999999994,66.0,66.3,5.4,8.8,14.4,33.900000000000006,8.8,12.400000000000006,28.8,36.5,22.799999999999997,10.9,25.7,18.200000000000003,11.0,22.0,33.1,2.7,25.700000000000003,11.0,0454050,154065,69,Peoria,Arizona,33.5805955,-112.23737790000001,04013,Maricopa,35001.0,Phoenix,Arizona,AZ,82.6,84.37,85.99,87.42,77.36,80.31,82.7,85.1,85.1,81.4,86.3,80.0,83.2,7.7,4.8,6.3,04013,AZ,155
153,South Dakota,Sioux Falls,30.5,20.8,18.2,5.0,6.3,29.099999999999994,2.2,35.5,57.9,64.7,5.3,8.1,19.1,30.900000000000006,7.5,11.0,25.9,30.4,23.599999999999994,9.4,31.8,15.400000000000006,9.6,20.8,27.5,2.5,25.099999999999994,15.0,4659020,153888,72,Sioux Falls,South Dakota,43.5499749,-96.700327,46099,Minnehaha,26503.0,Sioux Falls,South Dakota,SD,81.43,84.98,87.51,87.54,76.59,81.63,83.87,85.31,85.4,81.8,86.4,79.0,83.6,8.7,6.1,7.4,46099,SD,119
154,Massachusetts,Springfield,24.900000000000006,28.7,16.1,8.2,5.4,28.700000000000003,3.2,38.2,73.5,73.8,7.2,12.3,23.8,43.0,12.8,17.700000000000003,31.7,36.0,21.0,17.6,35.7,19.0,17.4,34.1,43.1,3.8,24.200000000000003,24.6,2567000,153060,38,Springfield,Massachusetts,42.1014831,-72.589811,25013,Hampden,20800.0,Springfield,Massachusetts,MA,83.0,84.43,86.46,87.9,77.63,80.49,83.06,86.05,85.4,81.8,87.0,80.3,83.6,8.4,4.9,6.7,25013,MA,456
155,California,Elk Grove,36.6,19.3,18.1,4.3,5.1,24.599999999999994,2.1,36.3,71.7,70.5,4.2,9.3,13.0,33.0,8.3,9.099999999999994,27.7,30.5,19.400000000000006,11.0,22.8,17.599999999999994,10.2,17.9,33.5,2.2,33.0,9.7,0622020,153015,77,Elk Grove,California,38.4087993,-121.37161780000001,06067,Sacramento,37400.0,Sacramento,California,CA,82.63,84.24,85.7,87.86,78.31,80.66,83.03,85.34,85.1,81.8,86.6,80.5,83.4,7.0,5.2,6.1,06067,CA,84
156,Illinois,Rockford,34.0,27.1,17.2,8.1,6.7,27.5,3.1,46.2,70.0,75.4,7.3,9.9,21.6,46.0,12.0,16.299999999999997,34.9,39.0,33.599999999999994,13.6,36.6,23.200000000000003,14.7,32.6,36.8,3.9,22.400000000000006,20.4,1765000,152871,36,Rockford,Illinois,42.2711311,-89.09399520000001,17201,Winnebago,24400.0,Rockford,Illinois,IL,80.69,83.67,85.05,87.36,75.28,80.05,82.45,84.83,84.2,80.7,86.1,78.0,82.4,9.5,6.7,8.1,17201,IL,462
157,California,Palmdale,36.8,18.0,17.6,5.5,4.6,29.299999999999997,2.6,47.0,77.9,77.8,4.8,9.2,17.2,45.0,10.8,20.400000000000006,27.3,32.6,23.700000000000003,15.0,28.1,20.700000000000003,14.4,24.3,39.6,2.9,34.099999999999994,13.6,0655156,152750,55,Palmdale,California,34.5794343,-118.11646129999998,06037,Los Angeles,38300.0,Los Angeles,California,CA,84.94,84.93,85.97,87.61,80.51,81.42,82.8,85.53,85.9,82.6,86.6,82.7,84.2,5.0,2.7,3.9,06037,CA,295
158,California,Corona,37.0,17.1,19.3,4.3,4.8,26.799999999999997,2.2,39.1,74.3,71.9,4.2,8.2,14.3,34.8,8.4,14.0,25.4,30.9,21.099999999999994,12.1,26.1,17.5,11.3,21.6,37.2,2.2,34.5,11.2,0616350,152374,71,Corona,California,33.8752935,-117.56643840000001,06065,Riverside,38300.0,Los Angeles,California,CA,84.94,84.93,85.97,87.61,80.51,81.42,82.8,85.53,85.9,82.6,86.6,82.7,84.2,5.0,2.7,3.9,06065,CA,136
159,California,Salinas,39.0,16.9,16.8,5.2,4.2,36.1,2.7,49.1,76.1,77.6,5.1,9.0,15.7,49.4,10.6,26.799999999999997,25.5,33.9,27.299999999999997,15.2,32.0,22.5,15.4,26.9,35.9,2.7,34.8,15.2,0664224,150441,50,Salinas,California,36.6777372,-121.6555013,06053,Monterey,37500.0,San Jose,California,CA,85.7,85.77,86.49,88.26,81.18,82.22,83.97,86.16,86.6,83.4,87.2,83.4,85.0,5.0,2.6,3.8,06053,CA,346
160,California,Pomona,37.9,16.3,17.3,4.7,4.2,31.900000000000006,2.6,48.9,79.0,78.5,4.6,8.5,15.5,46.8,11.0,23.5,25.9,32.5,24.099999999999994,14.3,26.8,22.200000000000003,13.8,24.7,39.1,2.6,34.7,13.1,0658072,149058,56,Pomona,California,34.0552886,-117.75227930000001,06037,Los Angeles,38300.0,Los Angeles,California,CA,84.94,84.93,85.97,87.61,80.51,81.42,82.8,85.53,85.9,82.6,86.6,82.7,84.2,5.0,2.7,3.9,06037,CA,281
161,Texas,Pasadena,34.8,18.9,16.5,6.1,4.9,33.3,2.7,46.5,71.6,70.1,5.8,8.5,18.1,47.6,11.9,34.599999999999994,28.5,38.5,28.299999999999997,13.1,34.0,25.5,14.0,34.2,35.0,2.8,28.5,16.0,4856000,149043,42,Pasadena,Texas,29.6910625,-95.2091006,48201,Harris,32000.0,Houston,Texas,TX,82.21,83.72,85.16,87.58,77.14,79.53,81.69,85.08,84.7,80.9,86.3,79.7,82.8,7.9,5.4,6.6,48201,TX,424
162,Illinois,Joliet,37.2,21.9,21.4,5.6,5.1,28.5,2.3,43.7,70.0,75.3,5.2,9.6,19.4,38.3,9.5,15.700000000000003,28.4,33.3,28.799999999999997,12.5,33.2,19.5,11.9,30.6,38.8,2.7,28.700000000000003,17.0,1738570,147433,53,Joliet,Illinois,41.525031,-88.0817252,17197,Will,24300.0,Chicago,Illinois,IL,82.41,83.84,85.15,87.27,77.71,79.75,81.97,84.59,84.7,81.0,85.9,80.1,82.8,6.9,4.9,5.8,17197,IL,313
163,New Jersey,Paterson,23.900000000000006,22.1,13.6,6.5,4.2,30.0,3.2,52.4,76.1,82.6,6.4,9.7,21.7,50.7,14.5,29.099999999999994,35.8,35.9,29.799999999999997,15.8,38.5,24.099999999999994,16.9,41.0,46.0,3.6,26.5,22.1,3457000,146199,30,Paterson,New Jersey,40.916765399999996,-74.171811,34031,Passaic,19600.0,Newark,New Jersey,NJ,83.75,84.66,85.43,87.73,78.69,80.65,82.38,85.27,85.4,81.7,86.5,81.2,83.6,6.6,4.0,5.3,34031,NJ,482
164,Kansas,Kansas City,33.5,24.2,14.8,7.7,5.6,33.099999999999994,3.2,48.0,75.5,73.5,6.8,10.5,24.7,46.7,13.3,27.599999999999994,35.0,38.9,29.700000000000003,13.2,41.1,24.700000000000003,13.8,36.7,36.6,3.9,24.799999999999997,24.4,2036000,145786,29,Kansas City,Kansas,39.1141708,-94.62745699999999,20209,Wyandotte,29502.0,Kansas City,Missouri,MO,80.33,83.83,85.75,87.55,75.08,79.4,82.09,85.15,84.4,80.4,86.4,77.7,82.4,10.1,7.2,8.7,20209,KS,484
165,California,Torrance,31.799999999999997,17.7,16.1,3.8,6.5,17.799999999999997,2.2,35.7,72.5,69.5,4.4,7.0,10.0,27.599999999999994,8.5,7.900000000000006,26.3,33.5,19.599999999999994,9.0,17.3,18.400000000000006,8.8,16.6,34.6,2.2,27.799999999999997,6.2,0680000,145438,84,Torrance,California,33.835849200000006,-118.34062879999999,06037,Los Angeles,38300.0,Los Angeles,California,CA,84.94,84.93,85.97,87.61,80.51,81.42,82.8,85.53,85.9,82.6,86.6,82.7,84.2,5.0,2.7,3.9,06037,CA,36
166,New York,Syracuse,28.5,24.8,16.2,8.2,5.3,31.599999999999994,2.8,41.3,71.8,75.4,6.3,12.2,24.5,45.1,10.4,15.700000000000003,28.8,33.5,28.0,16.6,29.7,24.0,15.4,32.4,39.1,3.7,26.700000000000003,21.2,3673000,145170,46,Syracuse,New York,43.0481221,-76.1474244,36067,Onondaga,17700.0,Syracuse,New York,NY,81.21,84.26,86.05,88.05,76.36,80.11,83.18,85.8,84.9,81.4,86.9,78.8,83.2,9.4,6.8,8.1,36067,NY,392
167,Connecticut,Bridgeport,31.200000000000003,22.0,16.8,6.3,5.1,28.099999999999994,2.8,42.5,73.2,70.4,5.8,11.3,20.7,43.3,11.3,20.900000000000006,30.2,34.6,23.900000000000006,15.2,31.5,21.400000000000006,14.4,31.8,40.8,3.4,28.099999999999994,16.5,0908000,144229,48,Bridgeport,Connecticut,41.1670412,-73.2048348,09001,Fairfield,20901.0,Bridgeport,Connecticut,CT,82.61,84.4,86.09,87.95,77.37,80.43,82.98,85.79,85.3,81.6,86.9,80.0,83.4,8.4,5.3,6.9,09001,CT,377
168,California,Hayward,36.6,18.0,16.1,4.4,4.9,28.299999999999997,2.4,39.8,70.8,74.8,4.6,9.0,13.7,39.9,9.4,15.099999999999994,25.6,30.5,25.599999999999994,11.8,22.0,21.0,11.4,21.1,35.8,2.5,30.900000000000006,11.5,0633000,144186,71,Hayward,California,37.6688205,-122.08079640000001,06001,Alameda,37800.0,San Francisco,California,CA,84.56,85.18,86.35,88.11,79.71,81.49,83.31,85.79,86.1,82.6,87.0,82.1,84.4,6.1,3.5,4.9,06001,CA,130
169,Colorado,Fort Collins,43.8,17.5,20.8,4.3,5.1,32.599999999999994,2.0,36.2,63.3,69.3,3.6,9.1,15.2,33.0,4.8,11.599999999999994,18.5,25.5,28.200000000000003,11.0,18.0,18.900000000000006,8.7,15.4,24.4,1.9,35.7,9.6,0827425,143986,85,Fort Collins,Colorado,40.5852602,-105.084423,08069,Larimer,28800.0,Fort Collins,Colorado,CO,83.72,85.65,86.37,88.85,79.12,82.72,84.29,87.08,86.1,83.3,88.0,81.4,84.7,8.0,5.1,6.6,08069,CO,27
170,California,Escondido,37.4,19.2,18.0,5.9,5.6,30.400000000000006,2.7,42.8,72.7,76.0,5.3,8.7,15.7,44.8,9.3,19.400000000000006,26.9,33.9,25.900000000000006,13.7,26.1,21.799999999999997,14.0,22.0,36.5,2.9,32.2,14.4,0622804,143911,58,Escondido,California,33.1192068,-117.086421,06073,San Diego,38000.0,San Diego,California,CA,84.62,85.45,86.76,87.85,79.64,81.2,83.31,85.93,86.2,82.5,86.9,82.1,84.4,6.3,3.2,4.8,06073,CA,259
171,Colorado,Lakewood,38.0,24.1,16.2,5.3,6.8,24.799999999999997,2.5,37.3,59.4,65.6,5.0,8.9,16.3,33.2,6.8,12.900000000000006,24.9,33.0,30.900000000000006,10.4,21.3,17.700000000000003,11.0,18.3,26.8,2.6,29.200000000000003,10.5,0843000,142980,75,Lakewood,Colorado,39.7047095,-105.08137340000002,08059,Jefferson,28900.0,Denver,Colorado,CO,82.53,84.81,86.4,88.43,77.78,81.14,83.83,86.51,85.5,82.3,87.5,80.2,83.9,8.7,5.9,7.3,08059,CO,97
172,Illinois,Naperville,32.0,20.1,20.0,3.8,6.0,18.400000000000006,2.0,35.7,62.7,67.1,4.0,7.9,11.6,23.299999999999997,7.1,6.099999999999994,25.5,33.1,23.099999999999994,8.4,24.8,15.0,7.9,20.8,31.1,1.8,25.299999999999997,8.2,1751622,141853,83,Naperville,Illinois,41.7858629,-88.1472893,17043,DuPage,24300.0,Chicago,Illinois,IL,82.41,83.84,85.15,87.27,77.71,79.75,81.97,84.59,84.7,81.0,85.9,80.1,82.8,6.9,4.9,5.8,17043,IL,39
173,Ohio,Dayton,26.400000000000006,30.0,13.7,10.5,5.8,31.5,3.6,44.5,70.8,77.8,8.2,11.7,27.1,51.2,15.5,16.900000000000006,40.8,38.5,28.099999999999994,16.7,38.7,26.400000000000006,17.5,34.9,45.2,5.0,20.5,27.7,3921000,141527,22,Dayton,Ohio,39.758947799999994,-84.1916069,39113,Montgomery,12501.0,Dayton,Ohio,OH,80.33,83.69,85.45,87.22,74.28,79.76,82.41,85.1,84.2,80.4,86.2,77.3,82.3,10.8,6.9,8.9,39113,OH,493
174,Florida,Hollywood,28.700000000000003,23.7,15.8,7.0,6.8,21.799999999999997,3.0,38.4,70.1,73.3,6.7,7.9,17.8,38.1,11.8,23.0,32.5,38.4,24.099999999999994,13.5,29.1,20.200000000000003,14.4,29.9,37.2,3.3,24.099999999999994,12.0,1232000,140768,49,Hollywood,Florida,26.0112014,-80.1494901,12011,Broward,7000.0,Miami,Florida,FL,85.77,85.77,86.37,87.54,79.96,81.59,82.79,85.14,86.4,82.4,86.3,82.9,84.4,5.2,1.8,3.4,12011,FL,355
175,California,Sunnyvale,35.8,13.4,15.3,3.0,5.3,21.400000000000006,2.0,34.7,70.4,67.0,3.5,6.8,8.8,25.599999999999994,6.9,8.200000000000003,21.1,28.6,21.799999999999997,8.2,16.9,18.400000000000006,7.7,15.7,32.9,1.7,32.7,6.2,0677000,140081,94,Sunnyvale,California,37.368830100000004,-122.03634960000001,06085,Santa Clara,37500.0,San Jose,California,CA,85.7,85.77,86.49,88.26,81.18,82.22,83.97,86.16,86.6,83.4,87.2,83.4,85.0,5.0,2.6,3.8,06085,CA,4
176,Virginia,Alexandria,27.0,17.4,18.1,3.7,5.2,20.5,2.1,29.400000000000006,62.2,63.2,3.6,7.8,14.2,25.700000000000003,7.5,11.700000000000003,26.1,30.2,18.599999999999994,9.2,26.2,12.5,7.8,19.9,35.5,1.9,26.700000000000003,8.8,5101000,139966,84,Alexandria,Virginia,38.804835600000004,-77.0469214,51510,Alexandria (city),11304.0,Washington DC,District of Columbia,DC,82.5,84.07,85.51,87.9,77.47,79.65,82.13,85.85,85.0,81.3,86.9,80.0,83.2,8.4,5.4,6.9,51510,VA,35
177,Texas,Mesquite,33.400000000000006,21.2,17.4,6.5,5.2,30.200000000000003,2.6,43.0,67.0,68.2,5.6,9.0,19.0,42.8,10.5,25.400000000000006,31.6,36.8,24.599999999999994,12.5,35.1,22.599999999999994,13.2,32.6,34.6,3.0,26.5,15.6,4847892,139824,48,Mesquite,Texas,32.7667955,-96.5991593,48113,Dallas,33100.0,Dallas,Texas,TX,82.06,83.97,85.71,87.64,77.48,79.62,81.98,85.18,84.8,81.1,86.4,79.8,82.9,7.7,5.6,6.6,48113,TX,375
178,Virginia,Hampton,22.400000000000006,24.7,15.8,6.5,5.9,22.799999999999997,2.8,34.8,65.2,67.3,5.7,9.7,19.9,34.599999999999994,12.4,14.799999999999997,37.6,34.6,20.599999999999994,12.2,35.8,17.0,12.0,27.1,44.1,3.6,21.0,16.1,5135000,137436,53,Hampton,Virginia,37.0298687,-76.3452218,51650,Hampton (city),2500.0,Newport News,Virginia,VA,81.51,84.22,85.21,87.94,74.3,78.95,82.14,85.11,84.7,80.1,86.5,77.9,82.4,10.8,6.4,8.6,51650,VA,317
179,California,Pasadena,33.900000000000006,17.5,17.6,4.1,5.9,22.0,2.5,37.0,73.6,72.3,4.5,7.8,11.5,32.8,8.9,12.0,26.0,31.7,20.099999999999994,10.5,21.6,17.299999999999997,10.1,18.0,35.0,2.5,30.099999999999994,8.0,0656000,137122,77,Pasadena,California,34.1477849,-118.1445155,06037,Los Angeles,38300.0,Los Angeles,California,CA,84.94,84.93,85.97,87.61,80.51,81.42,82.8,85.53,85.9,82.6,86.6,82.7,84.2,5.0,2.7,3.9,06037,CA,79
180,California,Orange,36.1,16.3,18.0,4.5,5.4,26.400000000000006,2.3,38.1,73.4,70.7,4.6,7.9,13.0,33.5,8.3,13.400000000000006,24.4,32.7,20.099999999999994,11.7,20.9,19.099999999999994,11.2,18.9,31.9,2.3,31.799999999999997,9.4,0653980,136416,75,Orange,California,33.787794500000004,-117.8531119,06059,Orange,38300.0,Los Angeles,California,CA,84.94,84.93,85.97,87.61,80.51,81.42,82.8,85.53,85.9,82.6,86.6,82.7,84.2,5.0,2.7,3.9,06059,CA,100
181,Georgia,Savannah,24.299999999999997,23.9,14.1,7.2,5.5,27.700000000000003,3.1,38.5,72.0,74.8,6.1,10.7,20.6,45.7,12.8,20.599999999999994,38.1,35.3,22.599999999999994,13.7,36.7,20.700000000000003,13.7,31.4,44.0,4.0,24.200000000000003,22.2,1369000,136286,42,Savannah,Georgia,32.0835407,-81.0998342,13051,Chatham,8800.0,Savannah,Georgia,GA,81.5,84.01,85.85,88.04,74.67,79.2,81.84,85.28,84.8,80.2,86.7,78.1,82.5,10.6,6.5,8.6,13051,GA,427
182,North Carolina,Cary,28.599999999999994,18.6,16.5,4.0,5.7,16.599999999999994,2.0,28.0,57.2,56.8,4.1,7.4,12.3,26.400000000000006,6.7,11.5,25.2,31.6,18.599999999999994,8.9,20.6,12.900000000000006,8.5,18.2,28.7,1.9,26.799999999999997,9.2,3710740,135234,91,Cary,North Carolina,35.791540000000005,-78.78111690000001,37183,Wake,1701.0,Raleigh,North Carolina,NC,81.61,84.37,86.4,88.05,75.63,79.53,82.84,85.93,85.1,81.0,87.0,78.6,83.0,10.3,6.4,8.4,37183,NC,11
183,California,Fullerton,35.3,15.9,16.1,4.3,5.4,26.799999999999997,2.4,39.7,73.5,70.5,4.7,7.7,12.4,34.599999999999994,8.7,13.599999999999994,24.9,33.2,20.400000000000006,11.2,19.6,22.099999999999994,11.0,19.2,32.5,2.3,30.599999999999994,8.7,0628000,135161,76,Fullerton,California,33.8702924,-117.92533799999998,06059,Orange,38300.0,Los Angeles,California,CA,84.94,84.93,85.97,87.61,80.51,81.42,82.8,85.53,85.9,82.6,86.6,82.7,84.2,5.0,2.7,3.9,06059,CA,85
184,Michigan,Warren,28.400000000000006,33.1,18.6,9.2,7.1,23.799999999999997,3.0,34.8,64.4,71.8,7.7,10.6,24.3,36.4,11.1,14.599999999999994,35.6,40.3,26.700000000000003,13.7,35.3,23.599999999999994,15.0,31.0,38.0,3.7,22.700000000000003,15.8,2684000,134056,39,Warren,Michigan,42.49982,-83.005486,26099,Macomb,11600.0,Detroit,Michigan,MI,79.52,83.21,85.26,86.98,73.8,78.92,81.68,84.25,83.7,79.7,85.6,76.7,81.7,10.5,7.5,8.9,26099,MI,454
185,Tennessee,Clarksville,29.099999999999994,22.9,12.8,6.6,4.8,27.299999999999997,2.3,38.6,64.8,62.9,4.8,10.1,25.2,43.9,9.0,16.400000000000006,31.3,32.4,23.0,15.1,31.8,17.200000000000003,13.3,28.6,38.7,2.5,27.0,19.4,4715160,132929,57,Clarksville,Tennessee,36.5297706,-87.35945290000001,47125,Montgomery,5900.0,Clarksville,Tennessee,TN,80.94,82.37,83.97,85.59,73.31,78.85,81.8,83.44,83.2,79.4,84.5,77.1,81.3,10.1,4.7,7.4,47125,TN,265
186,Texas,McKinney,33.900000000000006,16.5,18.9,4.4,5.1,24.400000000000006,2.0,36.1,65.9,64.6,3.9,7.9,14.6,31.900000000000006,7.5,15.799999999999997,25.0,33.7,23.700000000000003,9.8,31.4,17.099999999999994,9.0,22.8,33.9,2.0,29.5,10.8,4845744,131117,73,McKinney,Texas,33.1976164,-96.6152693,48085,Collin,33100.0,Dallas,Texas,TX,82.06,83.97,85.71,87.64,77.48,79.62,81.98,85.18,84.8,81.1,86.4,79.8,82.9,7.7,5.6,6.6,48085,TX,112
187,Texas,McAllen,35.400000000000006,19.4,13.6,5.3,4.8,30.700000000000003,3.4,49.6,70.7,73.7,6.3,7.5,13.0,43.8,14.3,37.3,30.4,38.1,30.099999999999994,11.8,35.5,25.099999999999994,14.5,32.1,31.4,3.0,24.900000000000006,14.3,4845384,129877,42,McAllen,Texas,26.203407100000003,-98.2300124,48215,Hidalgo,31600.0,Brownsville,Texas,TX,86.0,85.85,86.08,87.68,81.09,82.43,83.25,84.69,86.4,82.9,86.2,83.5,84.6,3.6,1.7,2.7,48215,TX,428
